TaskID,Instructions,Memory_MB,Input_MB,Output_MB,IO_MB_Total,Inst_per_MB,Predicted_Cost
Task_432,2944,67,178,145,323,43.294117647058826,53.60210978577022
Task_433,2696,650,172,55,227,4.141321044546851,51.751082300090154
Task_434,1154,833,50,54,104,1.3836930455635492,26.75466103643519
Task_435,1375,234,42,90,132,5.851063829787234,29.257710888166184
Task_436,1275,1011,79,173,252,1.2598814229249011,31.09424556716567
Task_437,886,303,168,64,232,2.914473684210526,21.99801167059736
Task_438,1580,1021,185,75,260,1.5459882583170255,35.440965769844304
Task_439,2502,835,188,10,198,2.992822966507177,48.696628740498234
Task_440,725,326,91,50,141,2.217125382262997,18.650833597486898
Task_441,1192,94,20,195,215,12.547368421052632,25.845516445593006
Task_442,2213,771,189,125,314,2.866580310880829,45.402175546713856
Task_443,2725,466,54,182,236,5.835117773019272,52.43027889663989
Task_444,1335,327,33,188,221,4.070121951219512,29.81126275819661
Task_445,2962,93,175,41,216,31.51063829787234,52.82335816976879
Task_446,594,543,30,138,168,1.0919117647058822,18.019262366436845
Task_447,1146,645,138,177,315,1.7739938080495357,28.173602766341258
Task_448,679,938,174,59,233,0.7231096911608094,20.766585947222037
Task_449,2324,207,103,45,148,11.173076923076923,43.407146014927264
Task_450,1076,774,79,28,107,1.3883870967741936,25.24854611563434
Task_451,788,1009,43,187,230,0.7801980198019802,23.13430099350171
Task_452,2086,861,196,76,272,2.4199535962877032,43.048869076922266
Task_453,1419,683,170,112,282,2.074561403508772,32.385683371205396
Task_454,1007,864,53,61,114,1.1641618497109827,24.80996530422462
Task_455,1546,204,48,128,176,7.541463414634146,32.35388881496621
Task_456,2080,922,27,193,220,2.2535211267605635,43.48344592556856
Task_457,2522,489,106,65,171,5.146938775510204,48.00689733957165
Task_458,2281,170,118,143,261,13.339181286549708,43.906134229537294
Task_459,2499,900,126,127,253,2.7735849056603774,50.06512423846929
Task_460,933,564,162,66,228,1.6513274336283186,23.548894641757595
Task_461,2546,969,69,58,127,2.624742268041237,49.67512940342255
Task_462,2770,186,11,135,146,14.81283422459893,51.34324582970462
Task_463,2118,263,171,127,298,8.022727272727273,42.18252946206009
Task_464,1390,503,113,141,254,2.757936507936508,31.277638707492844
Task_465,2035,137,98,120,218,14.746376811594203,39.666723804089926
Task_466,841,697,25,17,42,1.2048710601719197,20.31363791035619
Task_467,1153,899,161,197,358,1.281111111111111,29.21804574930154
Task_468,1964,633,73,31,104,3.0977917981072554,38.837689400989596
Task_469,1567,589,29,143,172,2.6559322033898307,33.95780139637327
Task_470,2423,653,191,132,323,3.7048929663608563,48.40808261222055
Task_471,1737,858,128,17,145,2.0221187427240976,36.1351126693747
Task_472,2344,520,126,17,143,4.499040307101727,44.60174682906645
Task_473,2251,564,45,54,99,3.984070796460177,43.2479838044026
Task_474,1349,300,104,92,196,4.48172757475083,29.541863544001355
Task_475,2475,125,125,52,177,19.642857142857142,45.57397177064666
Task_476,2293,104,180,42,222,21.83809523809524,42.52196061096404
Task_477,697,605,81,139,220,1.1501650165016502,20.462949842558846
Task_478,2470,237,91,190,281,10.378151260504202,47.71417047226822
Task_479,592,1002,23,192,215,0.5902293120638086,20.18693845278339
Task_480,1643,480,176,10,186,3.415800415800416,33.77851753440782
Task_481,2633,612,81,184,265,4.295269168026101,51.52237454750931
Task_482,729,547,10,103,113,1.3302919708029197,19.943658875243678
Task_483,890,877,110,123,233,1.0136674259681093,24.25626850245868
Task_484,2699,699,189,185,374,3.855714285714286,53.23285611183288
Task_485,585,980,119,185,304,0.5963302752293578,20.36953546924172
Task_486,684,1003,29,83,112,0.6812749003984063,20.48952319249631
Task_487,2551,342,143,95,238,7.437317784256559,48.957818098905086
Task_488,2691,1019,65,165,230,2.638235294117647,53.55625176913842
Task_489,2277,615,108,195,303,3.6964285714285716,45.97759492635216
Task_490,2213,427,122,105,227,5.170560747663552,43.88651851898694
Task_491,1098,883,154,176,330,1.242081447963801,28.108903257185016
Task_492,2590,929,71,138,209,2.78494623655914,51.54243959848776
Task_493,2637,704,31,53,84,3.7404255319148936,49.78423995281107
Task_494,1849,539,51,149,200,3.424074074074074,38.623152261114576
Task_495,1524,895,193,164,357,1.7008928571428572,35.109980115116656
Task_496,2403,459,89,28,117,5.223913043478261,45.3382134472572
Task_497,1123,974,85,139,224,1.1517948717948718,28.31723347571571
Task_498,2989,769,110,193,303,3.881818181818182,57.73965487901387
Task_499,2377,503,98,196,294,4.716269841269841,47.178181250039245
Task_500,1790,706,39,86,125,2.531824611032532,37.24877519349851
Task_501,2211,102,17,189,206,21.466019417475728,41.901396720086204
Task_502,1944,399,90,98,188,4.86,39.365521079576176
Task_503,1846,281,31,152,183,6.546099290780142,37.32131572440595
Task_504,1092,966,99,162,261,1.1292657704239917,27.905135217003515
Task_505,773,350,154,133,287,2.202279202279202,21.165521474633675
Task_506,545,540,178,55,233,1.0073937153419594,17.25091703665942
Task_507,636,627,183,26,209,1.0127388535031847,18.60283094193272
Task_508,1636,864,180,79,259,1.891329479768786,35.94258061778958
Task_509,2699,129,113,26,139,20.76153846153846,48.58501965962518
Task_510,2284,168,71,101,172,13.514792899408285,43.572420598765916
Task_511,2644,791,29,61,90,3.3383838383838382,50.162327907946896
Task_512,2897,306,135,162,297,9.436482084690553,54.69641315721767
Task_513,2452,753,71,126,197,3.2519893899204244,48.7330717668294
Task_514,2713,455,48,124,172,5.949561403508772,51.72345506393686
Task_515,741,94,128,97,225,7.8,18.72144658255019
Task_516,2879,174,87,133,220,16.451428571428572,53.148039146581795
Task_517,2977,439,122,97,219,6.765909090909091,56.00328554663627
Task_518,1078,109,31,23,54,9.8,22.137193390933884
Task_519,1212,759,55,157,212,1.5947368421052632,29.239098851944078
Task_520,1801,91,113,188,301,19.57608695652174,35.9113412735716
Task_521,2082,447,64,14,78,4.647321428571429,39.266406809123026
Task_522,1396,922,15,183,198,1.512459371614301,32.494216634791705
Task_523,1577,195,96,150,246,8.045918367346939,33.18432808503225
Task_524,2933,774,170,180,350,3.784516129032258,57.061024228493125
Task_525,750,675,166,119,285,1.1094674556213018,21.628874278591045
Task_526,2457,154,183,116,299,15.851612903225806,46.78073702967325
Task_527,2912,277,155,95,250,10.474820143884893,54.49063638893804
Task_528,705,158,120,75,195,4.433962264150943,18.33017901262424
Task_529,2505,639,164,152,316,3.9140625,49.66024909429742
Task_530,2484,474,68,42,110,5.229473684210526,46.57523177586082
Task_531,1372,427,177,171,348,3.205607476635514,31.21896870648681
Task_532,2403,940,40,157,197,2.5536663124335814,48.47278048694192
Task_533,1761,543,155,165,320,3.2371323529411766,37.61084780637354
Task_534,2903,225,180,96,276,12.845132743362832,54.321012381180374
Task_535,2539,438,33,38,71,5.783599088838269,46.75147123860879
Task_536,1068,253,124,71,195,4.2047244094488185,24.571881119998498
Task_537,2817,732,64,61,125,3.8431105047748977,53.128108184187774
Task_538,1966,371,69,82,151,5.28494623655914,39.00937029472993
Task_539,778,896,153,154,307,0.867335562987737,22.990112141914366
Task_540,955,68,93,148,241,13.840579710144928,22.196542108497482
Task_541,2384,541,102,170,272,4.398523985239852,47.25990877621806
Task_542,2671,951,54,133,187,2.805672268907563,52.782990180082855
Task_543,2237,88,110,15,125,25.134831460674157,40.5979816437866
Task_544,619,881,114,13,127,0.7018140589569161,18.717627191035266
Task_545,2342,853,186,45,231,2.7423887587822016,46.473546526308894
Task_546,741,94,50,144,194,7.8,18.734486965822587
Task_547,1197,671,87,88,175,1.78125,27.994386031322133
Task_548,2505,669,45,108,153,3.7388059701492535,48.60531129434418
Task_549,598,189,48,196,244,3.1473684210526316,17.89832248791742
Task_550,2106,594,138,100,238,3.5394957983193276,42.77072790552851
Task_551,870,527,30,82,112,1.6477272727272727,21.967031707342926
Task_552,1629,932,127,178,305,1.7459807073954985,36.67480746704114
Task_553,1735,950,151,185,336,1.8243953732912723,38.57379108898849
Task_554,604,977,11,57,68,0.6175869120654397,18.257260769091
Task_555,869,609,199,144,343,1.4245901639344263,23.697315425068535
Task_556,2195,775,31,137,168,2.8286082474226806,44.33976235044858
Task_557,2840,872,193,127,320,3.2531500572737686,55.682640383451975
Task_558,2926,589,133,180,313,4.959322033898305,56.19577136956144
Task_559,2441,352,148,149,297,6.915014164305949,47.62510164739074
Task_560,2248,409,66,166,232,5.482926829268293,44.61603935851466
Task_561,1198,380,90,112,202,3.1443569553805775,27.620005641000773
Task_562,1435,466,156,80,236,3.0728051391862956,31.416937925040987
Task_563,1207,783,23,197,220,1.5395408163265305,29.24095957361577
Task_564,2717,670,115,78,193,4.049180327868853,52.1537821390244
Task_565,1729,190,23,39,62,9.052356020942408,33.244454160126956
Task_566,1942,887,194,46,240,2.186936936936937,40.31659563056873
Task_567,980,654,41,10,51,1.4961832061068703,22.442228118435498
Task_568,924,893,41,200,241,1.0335570469798658,24.915998600994982
Task_569,854,102,178,119,297,8.29126213592233,20.95126783121836
Task_570,2073,765,101,160,261,2.706266318537859,42.97789081067079
Task_571,898,137,109,101,210,6.507246376811594,21.696841658552184
Task_572,2443,348,95,42,137,7.0,45.91768219440228
Task_573,2187,172,162,71,233,12.641618497109826,41.84972191978509
Task_574,2226,608,132,133,265,3.6551724137931036,44.88556082360808
Task_575,1963,248,199,74,273,7.883534136546185,39.13257659255512
Task_576,1363,743,24,100,124,1.831989247311828,30.749158973650243
Task_577,720,343,80,146,226,2.0930232558139537,20.1764029862028
Task_578,2389,307,23,186,209,7.7564935064935066,46.402385901464584
Task_579,2734,263,82,192,274,10.356060606060606,51.99679146764469
Task_580,2859,934,159,18,177,3.057754010695187,54.264487178192034
Task_581,913,478,118,127,245,1.9060542797494782,23.586536814821955
Task_582,1698,123,196,178,374,13.693548387096774,35.01512848211497
Task_583,2715,935,125,177,302,2.9006410256410255,53.891263975919024
Task_584,582,858,70,164,234,0.6775320139697323,19.73450839554049
Task_585,2830,817,13,124,137,3.4596577017114916,54.28873457118504
Task_586,1547,1009,84,17,101,1.5316831683168317,33.112560122778646
Task_587,731,877,96,76,172,0.8325740318906606,21.131719561639986
Task_588,2836,951,61,11,72,2.9789915966386555,52.74053525728345
Task_589,1760,816,187,30,217,2.1542227662178703,37.12966417363321
Task_590,1676,876,147,84,231,1.911060433295325,36.49393132796623
Task_591,1827,127,48,200,248,14.2734375,36.57073553179321
Task_592,2508,255,36,148,184,9.796875,47.67219419296521
Task_593,2968,901,166,162,328,3.2904656319290466,57.88903827153403
Task_594,2452,907,97,196,293,2.700440528634361,49.64736849160122
Task_595,2467,265,21,42,63,9.274436090225564,44.96075881231514
Task_596,2207,67,153,133,286,32.455882352941174,41.89753759913459
Task_597,1976,689,159,144,303,2.863768115942029,41.36883158495571
Task_598,2863,869,65,79,144,3.2908045977011495,54.80746248171189
Task_599,2578,927,159,119,278,2.7780172413793105,51.50219964665521
Task_600,2149,875,106,38,144,2.4531963470319633,42.909134521488966
Task_601,2058,863,67,200,267,2.3819444444444446,43.254343674002286
Task_602,2390,181,121,16,137,13.131868131868131,43.98904347469753
Task_603,1705,360,164,160,324,4.7229916897506925,36.14703281315127
Task_604,2149,790,96,79,175,2.7168141592920354,43.43722972624882
Task_605,1833,659,70,112,182,2.7772727272727273,38.37538785589553
Task_606,1273,211,117,154,271,6.004716981132075,28.5682254714161
Task_607,2851,606,155,48,203,4.696869851729819,53.684311263424895
Task_608,2841,714,90,20,110,3.9734265734265732,52.856226698951524
Task_609,2148,972,72,180,252,2.2076053442959918,44.9277994603034
Task_610,2372,291,47,66,113,8.123287671232877,44.82895024705065
Task_611,1238,504,78,122,200,2.4514851485148514,28.733877898152937
Task_612,2414,339,198,104,302,7.1,47.11048354055381
Task_613,2625,894,156,187,343,2.9329608938547485,52.53646155508117
Task_614,1596,252,94,49,143,6.308300395256917,32.304451382950674
Task_615,1566,909,65,130,195,1.720879120879121,35.16429863466567
Task_616,1551,342,62,46,108,4.521865889212828,31.235782935526075
Task_617,2055,808,78,123,201,2.5401730531520395,42.6332712440981
Task_618,2646,705,42,33,75,3.7478753541076486,49.18681635408103
Task_619,1023,690,176,118,294,1.4804630969609263,26.155066966297763
Task_620,2831,758,90,107,197,3.729907773386034,54.64734258114092
Task_621,553,484,175,126,301,1.1402061855670103,18.075357394247497
Task_622,504,774,131,183,314,0.6503225806451612,18.48600865405882
Task_623,1610,442,123,59,182,3.63431151241535,33.40739946137091
Task_624,2249,313,17,143,160,7.162420382165605,43.45035285750564
Task_625,2615,180,193,50,243,14.447513812154696,48.491399170381904
Task_626,1929,331,13,89,102,5.8102409638554215,37.98709028881474
Task_627,1539,381,189,179,368,4.028795811518324,33.81548952705151
Task_628,1670,495,162,78,240,3.3669354838709675,35.2317989138566
Task_629,1493,711,135,38,173,2.0969101123595504,32.31796164058064
Task_630,2409,856,99,151,250,2.8109684947491247,48.52491680132864
Task_631,1763,446,107,51,158,3.9440715883668904,35.680288065121445
Task_632,2343,213,161,116,277,10.948598130841122,45.44104172493493
Task_633,1573,841,153,197,350,1.868171021377672,35.74880021999373
Task_634,2806,585,140,130,270,4.78839590443686,54.01552932349614
Task_635,2409,253,145,10,155,9.484251968503937,44.86182607437626
Task_636,789,281,93,171,264,2.797872340425532,21.261742573831494
Task_637,1622,547,48,119,167,2.95985401459854,34.59856693571398
Task_638,2650,239,15,72,87,11.041666666666666,48.64222777403666
Task_639,2648,837,101,10,111,3.159904534606205,50.282437770654106
Task_640,2194,510,61,31,92,4.293542074363992,41.86999451265456
Task_641,606,840,71,104,175,0.7205707491082045,19.577796440240025
Task_642,828,727,42,64,106,1.1373626373626373,21.51478006554736
Task_643,1290,296,48,140,188,4.343434343434343,28.816867157923042
Task_644,2620,827,84,17,101,3.1642512077294684,49.5781875845667
Task_645,1455,755,54,18,72,1.9246031746031746,30.19359442532465
Task_646,622,483,151,134,285,1.2851239669421488,19.094102697940773
Task_647,1662,279,11,30,41,5.935714285714286,32.114073116335334
Task_648,2674,432,163,109,272,6.175519630484988,51.4074926771087
Task_649,1965,398,111,64,175,4.924812030075188,39.03213606014563
Task_650,2315,929,170,140,310,2.489247311827957,47.515997955520454
Task_651,2997,640,53,104,157,4.675507020280811,56.51658794345297
Task_652,1445,354,14,133,147,4.070422535211268,30.92808584477531
Task_653,725,208,83,102,185,3.4688995215311005,19.361895910342906
Task_654,2862,800,78,53,131,3.5730337078651684,54.33925500274058
Task_655,1935,773,30,84,114,2.5,39.662439327372304
Task_656,816,839,133,139,272,0.9714285714285714,23.230858957931947
Task_657,2248,696,134,99,233,3.225251076040172,45.30308447716276
Task_658,826,324,139,153,292,2.5415384615384617,21.972798953434435
Task_659,1385,500,82,144,226,2.7644710578842315,31.159613261761923
Task_660,1522,174,46,145,191,8.697142857142858,31.653288897062538
Task_661,1678,608,198,120,318,2.755336617405583,36.42674697340362
Task_662,1053,86,33,156,189,12.10344827586207,23.579139250747318
Task_663,2769,860,26,170,196,3.21602787456446,54.06517965936717
Task_664,1014,827,53,115,168,1.2246376811594204,25.688851393502848
Task_665,806,776,116,112,228,1.0373230373230373,22.592642347944533
Task_666,2336,705,146,10,156,3.308781869688385,45.19567673186287
Task_667,1492,418,12,52,64,3.560859188544153,30.31448791829185
Task_668,2006,432,38,62,100,4.6327944572748265,39.094679786706585
Task_669,714,800,18,190,208,0.8913857677902621,21.17048501994737
Task_670,2489,777,94,128,222,3.1992287917737787,49.46705343502671
Task_671,1595,596,15,22,37,2.6716917922948076,32.00233937584617
Task_672,1790,869,11,76,87,2.057471264367816,37.04406455916171
Task_673,2782,438,68,87,155,6.337129840546697,52.21209340370219
Task_674,1609,139,117,89,206,11.492857142857142,32.727220396463956
Task_675,1940,248,120,109,229,7.791164658634538,38.9790965680826
Task_676,1178,813,77,195,272,1.4471744471744472,29.1109305482055
Task_677,930,291,44,197,241,3.184931506849315,23.359186916846184
Task_678,2968,653,153,135,288,4.538226299694189,56.886823412722265
Task_679,2431,217,100,50,150,11.15137614678899,45.23935065735123
Task_680,637,337,154,77,231,1.8846153846153846,18.280095479253625
Task_681,1763,85,94,182,276,20.5,35.178668970562214
Task_682,2247,713,170,15,185,3.1470588235294117,44.05326152318539
Task_683,2566,736,24,82,106,3.4816824966078697,49.31263406042964
Task_684,2520,532,179,173,352,4.727954971857411,49.74934319264249
Task_685,531,639,30,61,91,0.8296875,16.234554392288185
Task_686,2135,720,38,77,115,2.9611650485436893,42.59628200352714
Task_687,843,583,90,62,152,1.4434931506849316,21.485134506827837
Task_688,1921,646,32,89,121,2.9690880989180837,39.122294479990465
Task_689,2075,733,12,200,212,2.826975476839237,42.749098703746256
Task_690,2944,492,125,194,319,5.971602434077079,56.21461129834851
Task_691,2336,366,136,31,167,6.3651226158038146,44.41213119093569
Task_692,2576,303,185,64,249,8.473684210526315,48.79518967213564
