TaskID,Instructions,Memory_MB,Input_MB,Output_MB
Task_1008,1126,309,46,198
Task_1009,939,803,87,17
Task_1010,1960,627,98,55
Task_1011,597,201,182,172
Task_1012,822,549,117,72
Task_1013,1059,223,125,45
Task_1014,528,789,146,165
Task_1015,2359,229,30,139
Task_1016,2780,252,80,133
Task_1017,2260,471,64,77
Task_1018,2989,809,31,36
Task_1019,2629,739,184,181
Task_1020,2531,598,11,114
Task_1021,2720,750,131,71
Task_1022,2608,818,23,39
Task_1023,1860,453,35,20
Task_1024,2682,496,13,165
Task_1025,2538,418,72,67
Task_1026,764,199,170,90
Task_1027,1515,790,69,56
Task_1028,664,596,51,16
Task_1029,1638,321,157,135
Task_1030,2207,350,114,174
Task_1031,2752,428,124,66
Task_1032,2309,469,40,29
Task_1033,1673,538,62,38
Task_1034,2270,393,173,71
Task_1035,1024,959,132,103
Task_1036,2570,177,113,163
Task_1037,2329,303,116,197
Task_1038,508,612,122,124
Task_1039,2642,259,83,158
Task_1040,1007,176,79,66
Task_1041,1211,691,53,180
Task_1042,1494,789,171,35
Task_1043,569,598,124,167
Task_1044,872,716,167,46
Task_1045,2702,252,63,25
Task_1046,2207,567,15,182
Task_1047,504,785,22,97
Task_1048,1889,955,137,173
Task_1049,2447,374,147,40
Task_1050,1795,236,26,188
Task_1051,2027,409,137,56
Task_1052,588,414,41,135
Task_1053,2915,88,115,30
Task_1054,640,610,56,43
Task_1055,827,587,16,110
Task_1056,786,178,40,101
Task_1057,1635,857,11,38
Task_1058,1955,98,112,164
Task_1059,1832,946,22,44
Task_1060,555,976,94,47
Task_1061,2587,702,11,95
Task_1062,2898,224,38,178
Task_1063,1749,993,89,110
Task_1064,784,395,94,65
Task_1065,2342,267,170,152
Task_1066,920,881,172,42
Task_1067,802,87,131,63
Task_1068,1679,922,144,75
Task_1069,1411,647,111,138
Task_1070,2324,841,26,48
Task_1071,2217,643,60,72
Task_1072,2299,356,192,26
Task_1073,2431,846,58,158
Task_1074,1239,635,187,21
Task_1075,1728,859,166,61
Task_1076,1985,851,89,31
Task_1077,624,786,92,150
Task_1078,1007,798,49,136
Task_1079,634,351,103,33
Task_1080,1250,269,32,115
Task_1081,660,565,169,37
Task_1082,1190,179,130,173
Task_1083,2217,457,33,131
Task_1084,1015,627,86,195
Task_1085,2871,686,67,180
Task_1086,2178,80,33,187
Task_1087,2518,244,14,127
Task_1088,2771,240,88,48
Task_1089,2927,813,190,47
Task_1090,599,159,70,45
Task_1091,2792,465,54,193
Task_1092,1005,86,40,82
Task_1093,2941,622,81,149
Task_1094,2562,908,32,130
Task_1095,2159,206,69,55
Task_1096,508,740,44,85
Task_1097,619,458,153,100
Task_1098,2853,976,162,92
Task_1099,2738,506,111,40
Task_1100,2404,474,196,33
Task_1101,1886,506,100,195
Task_1102,2180,1019,90,165
Task_1103,794,978,31,10
Task_1104,1476,571,53,46
Task_1105,1130,606,33,194
Task_1106,591,805,185,64
Task_1107,1207,275,178,55
Task_1108,1198,119,144,185
Task_1109,2015,473,195,95
Task_1110,1580,733,45,160
Task_1111,1266,397,127,118
Task_1112,1479,215,132,48
Task_1113,2964,475,116,176
Task_1114,2613,101,42,108
Task_1115,1082,546,86,61
Task_1116,558,378,142,116
Task_1117,2772,911,25,152
Task_1118,1508,156,120,155
Task_1119,1693,493,131,182
Task_1120,1095,670,56,149
Task_1121,2991,337,51,34
Task_1122,1949,92,190,142
Task_1123,578,656,85,141
Task_1124,1800,331,192,113
Task_1125,2485,669,152,24
Task_1126,2532,867,190,127
Task_1127,664,537,157,140
Task_1128,2246,658,67,37
Task_1129,834,863,11,189
Task_1130,2644,985,171,54
Task_1131,2618,508,37,164
Task_1132,2158,840,58,106
Task_1133,998,631,138,65
Task_1134,2093,795,73,192
Task_1135,1399,568,193,31
Task_1136,2809,966,152,126
Task_1137,2876,886,138,160
Task_1138,2724,389,85,18
Task_1139,1945,978,180,63
Task_1140,1872,827,176,15
Task_1141,694,354,105,42
Task_1142,1516,250,11,178
Task_1143,2440,759,21,15
Task_1144,1805,442,85,159
Task_1145,892,750,50,90
Task_1146,850,1023,145,154
Task_1147,2506,461,24,191
Task_1148,617,346,38,44
Task_1149,871,228,138,111
Task_1150,2944,823,69,86
Task_1151,2340,421,107,65
Task_1152,2657,331,69,38
Task_1153,2827,821,121,28
Task_1154,1672,912,67,112
Task_1155,2568,70,12,86
Task_1156,705,365,159,38
Task_1157,519,644,176,54
Task_1158,1224,759,76,120
Task_1159,861,577,49,13
Task_1160,2017,976,94,22
Task_1161,681,665,150,84
Task_1162,2367,277,116,160
Task_1163,2611,434,153,48
Task_1164,2144,699,189,134
Task_1165,1961,341,21,83
Task_1166,730,767,184,77
Task_1167,1663,797,165,61
Task_1168,1640,183,62,159
Task_1169,545,129,111,76
Task_1170,2877,490,78,60
Task_1171,950,474,192,73
Task_1172,1989,348,104,200
Task_1173,2895,670,153,25
Task_1174,2128,314,162,155
Task_1175,1500,876,37,39
Task_1176,855,175,40,112
Task_1177,2247,119,22,189
Task_1178,2329,171,70,18
Task_1179,2141,166,103,196
Task_1180,520,1023,25,118
Task_1181,1782,337,75,39
Task_1182,1587,522,54,85
Task_1183,934,82,119,139
Task_1184,2073,626,170,100
Task_1185,1137,259,131,128
Task_1186,1648,482,49,119
Task_1187,610,701,114,73
Task_1188,1733,843,182,24
Task_1189,1649,442,155,15
Task_1190,2425,962,190,94
Task_1191,1539,239,127,13
Task_1192,1877,388,130,194
Task_1193,2007,474,168,160
Task_1194,2371,372,50,185
Task_1195,2055,816,119,147
Task_1196,643,883,130,177
Task_1197,2230,261,109,109
Task_1198,1699,968,113,160
Task_1199,2109,927,131,157
Task_1200,2681,571,147,102
Task_1201,2612,888,143,69
Task_1202,1639,844,186,194
Task_1203,2604,842,98,194
Task_1204,2420,449,164,12
Task_1205,537,72,133,110
Task_1206,1738,458,71,104
Task_1207,1379,173,25,48
Task_1208,2445,721,140,102
Task_1209,1864,473,134,30
Task_1210,892,243,166,135
Task_1211,704,949,187,175
Task_1212,817,617,158,63
Task_1213,2255,802,182,38
Task_1214,1613,621,124,163
Task_1215,2241,457,164,28
Task_1216,2461,361,26,64
Task_1217,2614,360,191,24
Task_1218,743,342,71,153
Task_1219,1802,522,39,97
Task_1220,934,78,79,150
Task_1221,1560,743,116,147
Task_1222,1060,277,63,60
Task_1223,2464,389,67,177
Task_1224,708,991,32,57
Task_1225,1584,410,185,10
Task_1226,2060,599,115,96
Task_1227,737,91,14,189
Task_1228,1290,365,168,74
Task_1229,1794,834,72,180
Task_1230,1821,908,52,21
Task_1231,1934,828,198,146
Task_1232,775,163,18,45
Task_1233,1426,385,34,138
Task_1234,720,447,199,12
Task_1235,1921,149,69,45
Task_1236,2713,498,150,134
Task_1237,2018,864,151,24
Task_1238,1454,152,117,23
Task_1239,1373,425,84,85
Task_1240,1339,321,147,142
Task_1241,2404,149,43,164
Task_1242,1076,756,127,27
Task_1243,2250,295,108,136
Task_1244,1549,271,76,71
Task_1245,1955,240,39,117
Task_1246,2065,970,168,118
Task_1247,2575,259,54,168
Task_1248,1217,158,170,167
Task_1249,1209,256,45,36
Task_1250,587,78,173,23
Task_1251,1783,392,107,68
Task_1252,2176,167,98,28
Task_1253,2809,101,152,92
Task_1254,1490,883,93,71
Task_1255,2656,402,180,70
Task_1256,2492,530,108,110
Task_1257,1904,277,118,130
Task_1258,676,588,72,92
Task_1259,2174,540,90,10
Task_1260,1354,452,89,56
Task_1261,1447,363,29,43
Task_1262,1918,356,196,133
Task_1263,2280,355,50,36
Task_1264,1695,565,87,148
Task_1265,1495,988,114,58
Task_1266,1245,211,97,86
Task_1267,2852,148,111,179
Task_1268,1877,1021,116,81
Task_1269,2990,368,129,87
Task_1270,951,393,200,29
Task_1271,2923,909,30,45
Task_1272,1551,116,130,64
Task_1273,2629,463,104,62
Task_1274,1399,373,58,161
Task_1275,2447,719,146,135
Task_1276,535,1005,189,54
Task_1277,1754,338,87,199
Task_1278,2609,949,66,60
Task_1279,610,750,26,135
Task_1280,802,575,26,162
Task_1281,929,149,67,141
Task_1282,1363,307,147,62
Task_1283,3000,853,128,93
Task_1284,2924,144,117,143
Task_1285,587,388,29,177
Task_1286,778,574,39,67
Task_1287,1177,847,145,129
Task_1288,2092,391,16,125
Task_1289,1948,216,107,143
Task_1290,583,99,101,144
Task_1291,1891,292,115,42
Task_1292,2528,243,93,59
Task_1293,1077,302,142,129
Task_1294,2590,878,23,18
Task_1295,2030,634,116,118
Task_1296,2911,642,26,12
Task_1297,2763,562,60,166
Task_1298,2022,117,169,196
Task_1299,1543,950,62,135
Task_1300,1651,596,74,171
Task_1301,2141,172,36,35
Task_1302,1759,644,87,38
Task_1303,2903,228,69,16
Task_1304,2118,344,124,187
Task_1305,685,958,154,94
Task_1306,2640,625,163,77
Task_1307,1875,961,96,187
Task_1308,1659,869,162,80
Task_1309,2002,149,200,76
Task_1310,1849,419,121,106
Task_1311,629,363,123,112
Task_1312,2023,806,20,149
Task_1313,1603,572,104,126
Task_1314,2583,516,110,137
Task_1315,502,227,101,87
Task_1316,2524,554,180,159
Task_1317,1022,412,167,58
Task_1318,1981,384,72,11
Task_1319,2907,664,33,134
Task_1320,1035,886,197,109
Task_1321,2973,343,138,129
Task_1322,545,179,118,123
Task_1323,706,650,170,131
Task_1324,1697,499,146,161
Task_1325,2943,415,14,185
Task_1326,2495,905,87,34
Task_1327,1075,717,156,150
Task_1328,1879,180,20,34
Task_1329,1398,214,195,86
Task_1330,2834,1014,135,12
Task_1331,2137,612,199,116
Task_1332,2304,319,116,176
Task_1333,1979,587,116,115
Task_1334,531,954,48,139
Task_1335,1897,335,26,110
Task_1336,2881,909,19,160
Task_1337,2382,763,82,127
Task_1338,1115,882,156,55
Task_1339,1788,1017,125,126
Task_1340,635,534,149,134
Task_1341,810,748,173,143
Task_1342,575,505,93,118
Task_1343,829,158,165,194
Task_1344,2308,962,188,200
Task_1345,2179,318,31,79
Task_1346,1366,286,114,75
Task_1347,2714,554,41,106
Task_1348,2976,664,145,90
Task_1349,1947,831,161,183
Task_1350,2430,833,180,17
Task_1351,1826,223,44,22
Task_1352,796,119,157,93
Task_1353,1785,546,91,66
Task_1354,1503,368,29,38
Task_1355,510,869,183,25
Task_1356,1733,171,116,170
Task_1357,2457,333,131,184
Task_1358,1639,740,152,111
Task_1359,1108,738,30,32
Task_1360,1825,682,185,80
Task_1361,562,845,114,78
Task_1362,2713,763,67,156
Task_1363,2538,968,91,20
Task_1364,897,210,22,147
Task_1365,2105,659,12,18
Task_1366,2339,668,149,73
Task_1367,2476,608,67,110
Task_1368,2765,888,152,192
Task_1369,1978,728,185,189
Task_1370,1965,522,36,135
Task_1371,2409,980,12,199
Task_1372,805,823,183,194
Task_1373,2339,177,94,142
Task_1374,2569,964,90,37
Task_1375,1592,523,45,198
Task_1376,1492,994,132,77
Task_1377,1488,885,56,139
Task_1378,728,653,84,170
Task_1379,2219,178,122,70
Task_1380,2226,741,133,90
Task_1381,1179,644,140,186
Task_1382,2004,363,138,82
Task_1383,1796,589,199,82
Task_1384,1074,699,131,179
Task_1385,1540,336,90,167
Task_1386,2364,775,117,17
Task_1387,2552,946,87,121
Task_1388,2265,696,47,110
Task_1389,1467,792,180,162
Task_1390,2146,249,52,16
Task_1391,1394,594,46,114
Task_1392,2515,433,22,98
Task_1393,1207,485,32,145
Task_1394,726,576,89,19
Task_1395,2704,694,39,31
Task_1396,2078,328,53,171
Task_1397,2503,905,15,18
Task_1398,1445,911,146,58
Task_1399,2487,539,75,65
Task_1400,562,970,63,129
Task_1401,2959,778,122,196
Task_1402,2434,681,148,124
Task_1403,1203,726,93,118
Task_1404,1410,988,59,14
Task_1405,2568,284,68,120
Task_1406,2872,547,153,84
Task_1407,1267,64,24,26
Task_1408,2600,456,160,157
Task_1409,1537,296,151,157
Task_1410,2860,475,165,179
Task_1411,1545,651,56,101
Task_1412,2444,172,150,118
Task_1413,2313,515,42,185
Task_1414,1416,607,108,78
Task_1415,2343,483,71,143
Task_1416,579,379,112,138
Task_1417,2498,409,77,57
Task_1418,782,397,35,60
Task_1419,709,242,15,50
Task_1420,2968,816,148,125
Task_1421,1534,712,61,30
Task_1422,1544,653,95,52
Task_1423,2061,701,135,130
Task_1424,1048,1001,89,84
Task_1425,2845,659,38,143
Task_1426,1757,886,32,147
Task_1427,2924,774,89,162
Task_1428,1356,638,40,45
Task_1429,1819,816,127,30
Task_1430,2086,794,110,57
Task_1431,830,597,198,101
Task_1432,720,667,52,126
Task_1433,1316,662,122,39
Task_1434,2654,447,70,170
Task_1435,1163,465,196,36
Task_1436,877,881,32,45
Task_1437,2587,172,82,162
Task_1438,1071,720,174,58
Task_1439,1950,637,100,119
Task_1440,2623,150,52,30
Task_1441,792,687,166,107
Task_1442,2403,89,153,184
Task_1443,1433,440,129,155
Task_1444,802,381,34,66
Task_1445,2996,324,136,21
Task_1446,2998,185,63,47
Task_1447,1936,361,152,35
Task_1448,2807,156,156,100
Task_1449,2829,575,145,28
Task_1450,1434,582,143,13
Task_1451,2286,590,54,139
Task_1452,1839,609,101,27
Task_1453,2221,518,159,104
Task_1454,1051,681,160,51
Task_1455,2375,514,155,79
Task_1456,2632,176,134,188
Task_1457,1831,849,91,82
Task_1458,2281,533,154,48
Task_1459,2097,822,54,63
Task_1460,888,469,30,32
Task_1461,641,1001,72,198
Task_1462,1755,324,112,156
Task_1463,743,1011,82,174
Task_1464,1609,644,143,128
Task_1465,1336,611,63,141
Task_1466,1414,101,147,49
Task_1467,1593,801,62,150
Task_1468,2600,566,112,56
Task_1469,1874,1017,23,115
Task_1470,2082,682,142,44
Task_1471,2770,259,143,53
Task_1472,801,189,48,34
Task_1473,2447,635,46,188
Task_1474,2241,986,75,51
Task_1475,1640,709,200,36
Task_1476,2758,226,76,85
Task_1477,696,466,108,89
Task_1478,1476,186,146,171
Task_1479,1273,658,150,180
Task_1480,1823,1002,67,162
Task_1481,1880,303,90,194
Task_1482,1801,687,76,195
Task_1483,1278,595,139,147
Task_1484,986,204,167,115
Task_1485,1865,440,68,116
Task_1486,1348,653,189,25
Task_1487,1520,831,175,158
Task_1488,1364,658,172,188
Task_1489,2149,798,101,170
Task_1490,1151,861,68,76
Task_1491,1019,269,123,151
Task_1492,2753,421,121,113
Task_1493,2282,907,20,122
Task_1494,1985,236,187,23
Task_1495,574,129,95,26
Task_1496,1308,948,70,145
Task_1497,1372,336,85,167
Task_1498,1963,246,11,73
Task_1499,1378,239,190,149
Task_1500,709,520,123,141
Task_1501,1572,359,182,14
Task_1502,1925,607,57,93
Task_1503,668,806,182,139
Task_1504,1914,941,197,150
Task_1505,2717,881,136,51
Task_1506,1772,824,49,25
Task_1507,1694,896,54,42
Task_1508,2834,255,44,118
Task_1509,1014,202,116,151
Task_1510,2258,308,50,145
Task_1511,1556,679,116,24
Task_1512,549,432,169,86
Task_1513,958,546,41,71
Task_1514,2956,144,125,79
Task_1515,1663,986,130,132
Task_1516,2395,769,196,25
Task_1517,863,903,178,21
Task_1518,864,555,195,70
Task_1519,1885,978,141,71
Task_1520,1014,265,49,44
Task_1521,1189,952,155,118
Task_1522,2885,738,20,105
Task_1523,656,886,28,129
Task_1524,2240,904,23,170
Task_1525,1056,215,25,41
Task_1526,1620,643,43,28
Task_1527,2074,567,48,18
Task_1528,899,133,173,175
Task_1529,2134,850,13,127
Task_1530,2769,996,110,39
Task_1531,2283,211,197,28
Task_1532,875,175,100,72
Task_1533,2780,560,104,133
Task_1534,1010,406,44,41
Task_1535,1176,763,186,111
Task_1536,2043,453,101,178
Task_1537,1612,388,164,177
Task_1538,2691,729,137,32
Task_1539,1698,703,59,75
Task_1540,2904,233,109,116
Task_1541,931,771,147,83
Task_1542,2202,818,132,42
Task_1543,2774,588,154,166
Task_1544,1539,441,14,36
Task_1545,1617,820,158,127
Task_1546,2840,850,143,43
Task_1547,675,834,132,35
Task_1548,1228,73,182,139
Task_1549,2458,239,138,106
Task_1550,1563,283,137,89
Task_1551,2345,313,23,174
Task_1552,804,204,190,180
Task_1553,529,546,69,56
Task_1554,929,810,67,115
Task_1555,2937,121,187,111
Task_1556,1120,954,164,86
Task_1557,567,722,109,82
Task_1558,2615,697,196,151
Task_1559,1168,946,25,118
Task_1560,2725,268,91,48
Task_1561,2463,214,137,166
Task_1562,811,353,173,53
Task_1563,2215,500,148,195
Task_1564,1069,785,76,190
Task_1565,2321,747,113,132
Task_1566,2418,825,65,56
Task_1567,1703,952,22,163
Task_1568,1869,521,76,120
Task_1569,1226,791,17,51
Task_1570,2274,957,143,129
Task_1571,596,852,97,177
Task_1572,2965,515,81,85
Task_1573,2112,541,102,10
Task_1574,2915,832,17,121
Task_1575,1986,777,87,131
Task_1576,2754,389,90,15
Task_1577,1433,817,15,47
Task_1578,2042,422,15,131
Task_1579,2099,233,161,126
Task_1580,1591,263,41,144
Task_1581,1007,308,171,19
Task_1582,2214,217,38,162
Task_1583,1534,964,49,79
Task_1584,1190,510,38,40
Task_1585,1720,290,125,154
Task_1586,958,230,41,88
Task_1587,1522,80,84,74
Task_1588,944,990,154,178
Task_1589,1983,480,108,61
Task_1590,793,927,120,125
Task_1591,1246,976,50,151
Task_1592,1193,779,143,42
Task_1593,2614,485,37,150
Task_1594,2364,285,166,184
Task_1595,1018,957,110,115
Task_1596,2353,820,178,141
Task_1597,1041,134,155,173
Task_1598,2677,446,70,98
Task_1599,2307,217,168,26
Task_1600,2449,483,28,128
Task_1601,1509,955,56,107
Task_1602,1662,76,41,129
Task_1603,1962,270,155,103
Task_1604,1928,913,56,89
Task_1605,1679,95,21,175
Task_1606,1522,271,155,45
Task_1607,1605,812,122,154
Task_1608,858,672,42,51
Task_1609,2287,571,118,114
Task_1610,2087,514,26,31
Task_1611,2037,745,67,118
Task_1612,2323,694,122,94
Task_1613,2777,579,136,110
Task_1614,1675,888,154,137
Task_1615,1136,575,56,122
Task_1616,2151,833,69,155
Task_1617,2060,720,29,49
Task_1618,1647,381,125,27
Task_1619,2591,116,29,99
Task_1620,1307,130,34,30
Task_1621,2326,857,111,74
Task_1622,1650,764,109,129
Task_1623,1435,829,131,151
Task_1624,1042,839,86,79
Task_1625,2543,470,71,110
Task_1626,1269,298,127,72
Task_1627,1252,608,167,36
Task_1628,2162,863,98,37
Task_1629,2070,920,162,24
Task_1630,2554,690,175,123
Task_1631,1491,187,161,112
Task_1632,992,780,159,45
Task_1633,1053,942,14,152
Task_1634,1637,452,148,145
Task_1635,2280,477,90,55
Task_1636,900,891,101,187
Task_1637,2994,104,98,75
Task_1638,1452,276,169,48
Task_1639,2673,563,68,67
Task_1640,1991,251,79,86
Task_1641,1149,906,39,91
Task_1642,1213,286,104,74
Task_1643,2192,597,199,167
Task_1644,2774,906,195,181
Task_1645,1713,764,116,134
Task_1646,2188,290,137,136
Task_1647,1663,384,170,136
Task_1648,1450,639,128,82
Task_1649,2881,78,109,108
Task_1650,2955,644,19,175
Task_1651,626,475,90,91
Task_1652,635,236,77,94
Task_1653,2741,885,115,119
Task_1654,1120,79,68,56
Task_1655,2390,78,171,82
Task_1656,629,472,97,172
Task_1657,2678,913,129,140
Task_1658,2227,469,69,22
Task_1659,1468,545,139,10
Task_1660,2584,661,78,172
Task_1661,1618,396,129,82
Task_1662,2824,87,49,148
Task_1663,1971,161,140,99
Task_1664,1646,967,41,150
Task_1665,2876,261,147,53
Task_1666,902,491,183,100
Task_1667,1725,257,127,190
Task_1668,1452,994,154,61
Task_1669,1435,595,88,38
Task_1670,715,524,199,162
Task_1671,645,806,67,74
Task_1672,2546,744,174,113
Task_1673,858,558,83,132
Task_1674,2645,873,100,32
Task_1675,663,840,175,67
Task_1676,1087,232,116,43
Task_1677,2737,183,115,175
Task_1678,2637,1023,12,178
Task_1679,730,800,119,111
Task_1680,2940,797,89,89
Task_1681,2826,465,91,150
Task_1682,1902,142,58,132
Task_1683,1692,434,129,130
Task_1684,1972,399,29,93
Task_1685,1792,264,197,146
Task_1686,1362,765,94,108
Task_1687,2063,544,193,98
Task_1688,2710,647,72,12
Task_1689,2210,667,151,121
Task_1690,1570,575,50,197
Task_1691,1996,471,170,54
Task_1692,1138,761,109,62
Task_1693,2252,622,192,112
Task_1694,2561,402,198,167
Task_1695,1460,915,143,100
Task_1696,1282,818,130,104
Task_1697,2697,174,176,140
Task_1698,1869,925,134,75
Task_1699,2440,695,117,71
Task_1700,1414,108,160,114
Task_1701,2689,798,167,139
Task_1702,2693,225,145,104
Task_1703,1171,404,149,88
Task_1704,2459,437,197,43
Task_1705,899,832,184,68
Task_1706,2893,568,155,200
Task_1707,2709,820,61,85
Task_1708,2482,723,171,31
Task_1709,2506,393,14,135
Task_1710,1849,130,82,31
Task_1711,1346,510,38,91
Task_1712,2326,675,14,71
Task_1713,1138,210,165,88
Task_1714,856,291,187,56
Task_1715,1708,773,37,107
Task_1716,1255,392,127,71
Task_1717,1227,602,55,34
Task_1718,1541,800,14,54
Task_1719,1495,216,43,100
Task_1720,2720,377,88,191
Task_1721,2368,385,25,72
Task_1722,545,825,197,118
Task_1723,723,100,69,102
Task_1724,1558,200,64,175
Task_1725,1177,964,117,85
Task_1726,2413,587,82,172
Task_1727,955,383,144,27
Task_1728,2767,576,91,132
Task_1729,2223,876,153,88
Task_1730,1434,685,15,113
Task_1731,1825,373,40,58
Task_1732,650,732,72,143
Task_1733,1023,284,187,163
Task_1734,1903,456,141,157
Task_1735,879,322,123,87
Task_1736,986,511,70,16
Task_1737,692,598,170,193
Task_1738,2515,839,179,151
Task_1739,1538,432,95,90
Task_1740,2530,616,66,184
Task_1741,2713,828,73,32
Task_1742,1868,458,186,29
Task_1743,2694,118,98,136
Task_1744,2957,910,172,155
Task_1745,935,619,53,22
Task_1746,816,778,74,108
Task_1747,2245,369,106,136
Task_1748,593,338,55,115
Task_1749,1774,622,92,193
Task_1750,1114,421,113,172
Task_1751,591,368,144,62
Task_1752,2053,978,84,200
Task_1753,2205,827,36,39
Task_1754,1100,189,56,101
Task_1755,1376,123,89,75
Task_1756,2078,550,43,185
Task_1757,1012,935,17,107
Task_1758,2885,772,22,85
Task_1759,517,721,176,66
Task_1760,748,785,40,128
Task_1761,2424,553,91,129
Task_1762,1760,678,105,87
Task_1763,814,786,126,177
Task_1764,1840,316,31,40
Task_1765,2565,573,55,141
Task_1766,2303,518,153,128
Task_1767,649,595,92,37
Task_1768,2484,223,109,139
Task_1769,2866,947,147,103
Task_1770,1916,972,167,134
Task_1771,1589,771,152,133
Task_1772,2943,890,97,49
Task_1773,855,562,123,13
Task_1774,1233,121,177,153
Task_1775,901,665,106,28
Task_1776,1602,343,142,56
Task_1777,2487,801,172,110
Task_1778,2184,508,147,59
Task_1779,1297,263,89,190
Task_1780,1560,693,43,113
Task_1781,1415,603,134,13
Task_1782,597,992,14,169
Task_1783,1410,389,115,68
Task_1784,1348,129,57,33
